level_0,Date,1_Day_returns,5_Day_returns,10_Day_returns
AMD,2016-06-21,-3.2561224044324826,-31.19538030532,-0.07906398112350344
AMD,2016-06-22,-2.149672219036903,-12.545480448418674,-9.816872155063994
AMD,2016-06-23,-1.4797093917034525,-0.49305779019815277,-4.413932414361918
AMD,2016-06-24,-2.6735014644699797,-1.5899284643604497,-5.708256766346942
AMD,2016-06-27,-0.48236346956223697,0.07786887408392085,-0.259014205640959
AMD,2016-06-28,-3.58474131634456,0.23486749077664126,-38.287293510676925
AMD,2016-06-29,-0.9769526035031486,-1.0247552999974574,-0.714188167884616
AMD,2016-06-30,-0.0019969519854425855,-0.9484982673275448,-0.9738915978304016
AMD,2016-07-01,-7.986524436670751,-0.7849908580982617,-1.1268400129055505
AMD,2016-07-05,0.5931336077653531,-0.3382648445410801,-0.2867362730437456
AMD,2016-07-06,-1.7434001677056323,-0.809677656160739,-0.7649771248244825
AMD,2016-07-07,-1.2460317497861333,-3.031697562220037,-0.94970471734314
AMD,2016-07-08,-5.015936239842632,7.1754939373695805,-0.5789478967723136
AMD,2016-07-11,-2.1073500241896816,0.29579929067318056,-0.7213913064354783
AMD,2016-07-12,-2.470393652096795,-2.195966893241263,-1.7914133380227288
AMD,2016-07-13,-1.374886684953682,-1.60310998490265,-1.1147853059195336
AMD,2016-07-14,-2.615724706315953,-4.960707120443264,7.046959001272121
AMD,2016-07-15,-1.369200231808458,-1.3641228096416103,-3.9768838226829626
AMD,2016-07-18,-13.405243667355608,-5.0791367496936815,-6.285742506811975
AMD,2016-07-19,-1.2521221477477136,-1.6994322349139854,-0.16350220297712736
AMD,2016-07-20,-1.0,-1.0,-1.0
AMD,2016-07-22,-4.381932839910176,-21.468580029027763,6.453076869543742
AMD,2016-07-25,0.2398351983391076,1.0457208790497883,-9.344775217347653
AMD,2016-07-26,-0.716209307992155,-3.3026796697820107,0.6105683877266299
AMD,2016-07-28,-0.7648535033236397,-0.8752988826905554,-1.2786474327587314
AMD,2016-07-29,-2.3392090267072403,-0.9506196988980651,-2.0107446449624438
AMD,2016-08-01,-6.467941911793473,-1.217777829161454,-1.4455126521097243
AMD,2016-08-02,0.7844978457501,-2.369403852681697,2.153298411291304
AMD,2016-08-04,3.2230099769409017,-7.161415714532384,-1.7683354238101578
AMD,2016-08-05,-0.19810501285543425,2.689348172439824,-0.817818876375048
AMD,2016-08-08,-0.5105933747172304,-1.330214085609168,-0.9280866932775009
AMD,2016-08-09,-2.130884998631635,-0.790734319662179,-1.2865692288886685
AMD,2016-08-10,0.39166966737202613,-3.6083391198060553,-0.10512789135530554
AMD,2016-08-11,-1.8320497247056973,-0.4860850771312064,-4.166443481696483
AMD,2016-08-12,0.6438685332646599,0.05351521586060537,2.8867844362728716
AMD,2016-08-15,0.4339749165091229,2.086828652619775,-2.019314300957019
AMD,2016-08-16,-1.7482658143115777,1.0424431822755214,-0.5725867379097689
AMD,2016-08-17,-0.39701175762713314,-0.1150419862549652,-3.308270606637039
AMD,2016-08-18,-4.653879839222139,2.886222360237877,0.9971876645126296
AMD,2016-08-19,0.5287239484200399,2.614012356074833,2.807417007433073
AMD,2016-08-22,-1.063716121637849,-1.1605822028190882,-1.4956897447627617
AMD,2016-08-23,-3.2618793316434442,-1.4854124812857317,-1.9914274129934868
AMD,2016-08-24,-3.6353741254342884,1.121506529396362,0.8774442044017268
AMD,2016-08-25,-1.1720499106010456,-0.9001048132989827,-0.6117850917623692
AMD,2016-08-26,3.973238120174666,-0.67502141178797,0.1744766332580312
AMD,2016-08-29,-1.3895688086594744,0.9869621407464007,-1.3190707574791882
AMD,2016-08-30,0.2631812410313392,-2.109649514771718,-0.4613622756771524
AMD,2016-08-31,-0.08799069725670661,-0.6159897486700805,-0.1853197444484378
AMD,2016-09-01,-0.4376835411699922,-2.2550735070300543,-1.1253758023082678
AMD,2016-09-02,-4.221763029856934,-0.18693830317533633,-0.7357723576366433
AMD,2016-09-06,-2.0398618294665933,1.170275968547425,3.3122561844754594
AMD,2016-09-07,2.0092950402164336,4.17028000092716,-6.737198694262738
AMD,2016-09-08,0.30918157110869404,6.421892818774161,1.8500829266811905
AMD,2016-09-09,-0.40604714692366195,6.839454715783704,-10.83909192334195
AMD,2016-09-12,-1.1279916880804761,-0.6885602592726497,-0.7467802759455873
AMD,2016-09-13,-5.966341839429267,0.48742474337061226,2.2281221755600606
AMD,2016-09-14,-2.5522636515843065,-1.7672479211062195,-4.966886582248426
AMD,2016-09-15,-1.063355305561724,-0.9628705234201266,-0.7244290044069943
AMD,2016-09-16,-2.504995344512306,-1.0940810185647953,-1.7375438846535194
AMD,2016-09-19,2.6484478187305203,1.6818123279290713,-0.1647770639103584
AMD,2016-09-20,-0.9107119584214881,-1.0482153219379307,-1.0717166628600578
AMD,2016-09-21,10.980264976526684,-0.6278774342519762,-1.285510264966884
AMD,2016-09-22,-0.3460519222349624,-4.841017487112122,-1.1426149688306138
AMD,2016-09-23,1.2217484552253475,4.670299711957099,-1.5334675724685898
AMD,2016-09-26,-2.242661211667545,-2.9313039025539607,-6.179394614846737
AMD,2016-09-27,-1.9913308400369332,20.442525630959583,-2.0338582764590445
AMD,2016-09-28,-0.7803714781532102,-0.6069043365721196,-0.8537202331407955
AMD,2016-09-29,0.5878527770300701,-0.0455235483745795,-4.666160741729968
AMD,2016-09-30,1.9640180257311943,0.27335990764388596,6.220332317530843
AMD,2016-10-03,-0.8391220399521943,-1.1648522883188026,-0.681620132224946
AMD,2016-10-04,-0.5028776951763049,-0.9173315847598869,0.7726196126569371
AMD,2016-10-05,-10.47272845408076,-4.565545324960398,-2.4016004049974846
AMD,2016-10-06,-1.9739182562719892,1.186946885616973,1.0873893032769528
AMD,2016-10-07,-2.136495572106969,-1.8385426236818103,-2.067766557846932
AMD,2016-10-10,-1.4419054332682977,1.3033393842259855,-1.3797107682644754
AMD,2016-10-11,-4.728065444744487,-18.273415178780457,-2.4279658586142974
AMD,2016-10-12,-1.3714022023393855,-1.6772477930113099,1.4147577022112228
AMD,2016-10-13,-2.0636978402944433,-1.7396791364481041,-2.617638983811033
AMD,2016-10-14,-3.040061669961668,-2.327757970530918,0.11338165222343166
AMD,2016-10-17,-1.2958399028394292,-1.8888865341414762,-3.047407362196198
AMD,2016-10-18,-1.7589954935672063,-1.1809680875256718,2.1259369099408105
AMD,2016-10-19,-0.33927686405246393,-0.678058445687062,-1.218034207137068
AMD,2016-10-20,3.721940959324632,-2.4291549293717596,0.0571160840082543
AMD,2016-10-21,-3.252570678741333,-2.578027045301016,1.0952379871117777
AMD,2016-10-24,-2.1887901948295636,-7.341075225568562,4.636496379986019
AMD,2016-10-25,-0.06990108085686597,6.770569474381726,-2.406225096764226
AMD,2016-10-26,-1.4005717015244543,-5.711005361880095,-2.516668388580263
AMD,2016-10-27,-0.11816678138764047,-1.879790970906377,0.2573576028876152
AMD,2016-10-28,-1.5126568574567956,-1.200229399512449,-0.6840325923049737
AMD,2016-10-31,-0.670829830443939,-0.9445574621373198,-1.3515653032836885
AMD,2016-11-01,-5.647265836006987,-1.2770202252338136,-3.1526049059882224
AMD,2016-11-02,1.4036889771447583,0.6623003055547232,-8.83110565252322
AMD,2016-11-03,-0.8093047031626003,-0.6405297016373757,-1.3162587228084583
AMD,2016-11-04,1.354210292851147,-2.650750719648537,-0.6694711746600306
AMD,2016-11-07,-3.9181218879514876,13.634047225648333,-0.188651282607742
AMD,2016-11-08,-0.9057472401336578,-1.2967980287129133,-0.9177809432369969
AMD,2016-11-09,-2.491428579602938,-0.8158442849298824,-0.693877898569295
AMD,2016-11-10,9.758893614134426,9.38993504157396,2.7348730493628763
AMD,2016-11-11,-1.6712796573470694,-3.962586671099507,3.8904920793386752
AMD,2016-11-14,-0.758537569067047,-0.7548582934774435,2.587415310227115
AMD,2016-11-15,0.7734904522312365,3.612665736026665,-2.369030097564314
AMD,2016-11-16,2.788463726944925,-12.71689819039881,-3.1577337646566597
AMD,2016-11-17,0.025572222588027493,-2.1168922892943485,-12.604438334203111
AMD,2016-11-18,-0.7130951158065939,-0.5226403043659844,-2.414219471605452
AMD,2016-11-21,-0.10640820777443616,0.766588302410879,-0.566935528824211
AMD,2016-11-22,-2.0589944779587084,-2.0548730356714913,-5.86577670750032
AMD,2016-11-23,-1.45266074010167,-0.8739595668702851,-2.4768029228546395
AMD,2016-11-25,-1.2693142714551617,-1.0330980955554387,-0.9630329922838029
AMD,2016-11-28,-3.0068414438780686,-0.7684855381224021,-0.889484326943237
AMD,2016-11-29,0.655362788005901,-0.5711236065375058,-0.24235198012899206
AMD,2016-11-30,-1.1977641218405926,-0.919908587724876,-1.0844862711978769
AMD,2016-12-01,25.057741462918074,-5.610519821083693,-1.5811119152025246
AMD,2016-12-02,-1.2859163103902564,-5.894738066062222,-0.8379934917706292
AMD,2016-12-05,0.05385226793002018,1.570372875036401,-0.40492150701117346
AMD,2016-12-06,4.044600828069144,6.833029247609783,2.359401333601119
AMD,2016-12-07,-0.8687822489348554,-6.197264662228974,-1.4162562667655139
AMD,2016-12-08,6.009277391983566,-2.398013321644076,5.445568129579064
AMD,2016-12-09,-1.0,-1.0,-1.0
AMD,2016-12-13,-1.3986568848558043,-1.1477702916827157,-2.157489016678541
AMD,2016-12-14,-1.0723788194529777,-0.9184909116685952,-1.4236243044353103
AMD,2016-12-15,29.969853242903042,-0.6398595229697329,-1.5034811845515657
AMD,2016-12-19,-2.477205691719183,-0.1726635175482184,0.5470232621622524
AMD,2016-12-20,0.8798945920003343,-4.9013633984729585,-0.42349439264737954
AMD,2016-12-21,-1.0679532142472083,-4.662814410020642,-1.298552663287915
AMD,2016-12-22,-4.261339884743409,-0.6142802927698519,-0.8610867206381595
AMD,2016-12-28,23.98697821074055,-2.5836344037822796,-2.3101985171148556
AMD,2016-12-29,-1.080386277026324,-0.9322821213313874,-1.264192053259958
AMD,2016-12-30,-7.228435641513241,5.206865322556599,-23.734595744517737
AMD,2017-01-03,-1.3679371316369984,-0.2997552221030453,-0.7299017892801465
AMD,2017-01-04,-1.0,-1.0,-1.0
AMD,2017-01-06,-1.4281684776087789,1.0551602181368502,-0.8608289097036493
AMD,2017-01-09,1.1099853052459268,-1.6962194216622297,-5.321340185205704
AMD,2017-01-10,-1.2897670102492211,-1.5483040523660478,-1.3839470493690633
AMD,2017-01-12,0.8726190108223046,1.3633370712093953,-0.0881181393947369
AMD,2017-01-13,-0.5741793546457115,-3.350377875719325,-5.830403107767355
AMD,2017-01-17,3.2940500058983533,-5.783275080638342,2.3302090102933812
AMD,2017-01-18,-1.0850579193264214,-2.404077798832557,-0.2301384530629086
AMD,2017-01-20,-0.8161299595385547,-0.9478911960847376,-0.8768493319706792
AMD,2017-01-23,-9.016219510262323,-1.9809660831602351,1.3056409786908603
AMD,2017-01-24,2.259020184251589,-1.7445158441783426,2.5612240845986847
AMD,2017-01-25,-1.1611892815566178,-2.4108971272866313,0.9810093328597917
AMD,2017-01-27,-2.6540027728799807,-2.280678196728715,-1.6796566598847962
AMD,2017-01-30,-1.3943805326837588,1.7469105252535844,-0.8568617780667905
AMD,2017-01-31,3.0225883598893555,-2.3784166327277925,0.35217996516990313
AMD,2017-02-01,-8.204645766745884,2.047235977789745,-3.2687154664147493
AMD,2017-02-02,-0.8880649977927666,-3.116098307566729,1.985597023202001
AMD,2017-02-03,-1.178561249945078,-1.2284477178643745,-0.7074319886386626
AMD,2017-02-06,-35.86360384496773,-21.19498954654792,-56.473829342798595
AMD,2017-02-07,-1.2196593805993117,0.10277724144916167,-2.5200864918071972
AMD,2017-02-08,-1.8144346986222897,-0.8753387634361335,-0.6201277949068276
AMD,2017-02-09,-1.5081944022013105,-1.5659725853755904,0.19765363004245273
AMD,2017-02-10,-2.1547757426062737,-4.660208543415307,-0.16383371134908686
AMD,2017-02-13,-1.5558740856187536,-1.0583592874188368,0.1785651993673938
AMD,2017-02-14,1.572595769341235,-0.31651061062885,-0.24626345662951132
AMD,2017-02-15,-1.1769298120802907,-0.8515170713810736,-0.9814899345097403
AMD,2017-02-16,-9.225193936487097,1.4032159324424178,-2.3601543345002454
AMD,2017-02-17,-1.4971842829062363,0.03469543562070854,-4.78720107329174
AMD,2017-02-21,4.371244007445042,-10.997950618479003,-0.41652672625684717
AMD,2017-02-22,-0.6981611650613169,-2.1730446743403258,-1.8017635881699485
AMD,2017-02-23,-0.8599439749720548,-0.07142853803659277,-0.8621229898957152
AMD,2017-02-24,-5.986033532574724,-0.43710890193078344,0.3527488551099487
AMD,2017-02-27,-6.476492015717468,5.200253528279496,5.415374025401988
AMD,2017-02-28,-1.6365008255815634,-1.7347397519261334,6.345891757190994
AMD,2017-03-01,-1.7102540311821988,0.7289089748221309,-3.0280874653342926
AMD,2017-03-02,-3.0491451963915694,-26.295488145177288,-24.48866840804531
AMD,2017-03-03,-0.1166557943476344,3.4814425607466752,1.5225641239528178
AMD,2017-03-06,-1.0122619947579898,-0.9899659444347955,-0.9377863115788879
AMD,2017-03-07,-0.0007668887201405239,-1.0157523135213742,-0.9884261490710428
AMD,2017-03-08,15.98659171342339,-0.6232642032540857,-0.3486580998692227
AMD,2017-03-09,-0.36126418644178004,-1.1174317203362407,1.9704926896331503
AMD,2017-03-10,4.229232163743309,-1.6951737783489182,-4.1153813574079185
AMD,2017-03-13,-0.38866863963510645,33.658433639529406,-0.6522353510580072
AMD,2017-03-14,-1.4738798874179586,-17.43653962802186,-0.7410864745729075
AMD,2017-03-15,-0.3248155714659724,-1.6533209135210483,-1.2461293748861206
AMD,2017-03-16,1.773585277454191,-3.836918219913994,-0.6668558129822741
AMD,2017-03-17,-0.5034302645746035,-1.269394757351479,-0.8127238286645821
AMD,2017-03-20,-6.754961836019932,1.5360330712565275,86.8949339077963
AMD,2017-03-21,-1.5970848868488878,2.19538148716724,-53.52101444047177
AMD,2017-03-22,-1.5030204102369038,-3.380597120742494,0.5552938856490637
AMD,2017-03-23,-2.0851557959564513,-0.06859948226213353,-3.6423070988078807
AMD,2017-03-24,-0.7031508405787035,-0.4432091989291511,-1.149996522750017
AMD,2017-03-27,-1.0,-1.0,-1.0
AMD,2017-03-29,-3.001460953862222,-0.9278916699281453,-1.1716608829506066
AMD,2017-03-30,15.974819111460253,-2.127972466221177,-2.0505941390324622
AMD,2017-03-31,0.4350003871831898,-6.452738787992141,-4.036034797796233
AMD,2017-04-04,-6.300542882861511,43.91704944541206,-0.1859798726765991
AMD,2017-04-05,-1.0215400195069717,-0.516596054805477,-0.9651425487618766
AMD,2017-04-06,-90.9343875245912,-3.5611252439614707,1.8888787577325332
AMD,2017-04-07,-1.2966173824314478,-0.47061041047233143,-3.886623148776756
AMD,2017-04-11,-1.0,-1.0,-1.0
AMD,2017-04-13,0.3587946988961166,-0.44474922327114874,-2.4220667810094754
AMD,2017-04-18,-1.3547213901539794,-0.3359818437112161,-0.6484757008033615
AMD,2017-04-19,-1.6790043277745461,-0.7265682735094483,-2.373223797253841
AMD,2017-04-21,-1.399016368525162,-0.6767185050771882,-12.880698038497167
AMD,2017-04-24,-2.1918229195996384,-1.2835559304466333,-1.1574446506265652
AMD,2017-04-26,-1.5930307979121026,-1.4740548620777587,-1.3147810354966072
AMD,2017-04-27,-3.6406629385152267,-2.8436099063087767,-1.504101439657093
AMD,2017-05-01,-2.024060127085349,-3.8675385665431343,-1.9270221545408812
AMD,2017-05-02,-11.070219665884252,-25.229055164658682,5.870292281057598
AMD,2017-05-03,-1.0279953252768121,-2.1437859262496173,-0.45778272048525614
AMD,2017-05-04,-5.114906769008704,-2.782345024642872,2.2859489438917593
AMD,2017-05-05,-1.319252917479084,-1.3792667703003536,-0.5762406283022428
AMD,2017-05-08,-2.651956985938451,-1.61181211352814,0.7543948310202082
AMD,2017-05-09,-1.947282253109013,-1.057551749277699,0.3944245080719735
AMD,2017-05-10,3.297208340807998,7.834041204338554,-11.104252001431657
AMD,2017-05-11,-0.5669337149688323,-1.9297234714984297,0.6570880037189253
AMD,2017-05-12,-0.33858957062659145,0.9261493531146812,-1.7305244442719203
AMD,2017-05-15,-0.17210748457580183,-1.9653063890927598,-0.4094138578869414
AMD,2017-05-16,7.196045111286363,7.35199296223565,-1.4806718049316925
AMD,2017-05-17,-2.0438451016863213,-3.028802480940229,-18.922524712090265
AMD,2017-05-18,-1.0587556981052395,-0.7247448942447554,-1.2559111324704335
AMD,2017-05-19,0.6134781471217505,-0.32852873450980835,0.2933539436590291
AMD,2017-05-22,-3.8137227749227014,-3.2821005833684307,1.2029262736778605
AMD,2017-05-23,-0.5810085781870633,-1.1166636536478993,-1.974374014215953
AMD,2017-05-24,-1.0,-1.0,-1.0
AMD,2017-05-26,-0.779592248852084,-0.8419469181478325,-0.8938718971141002
AMD,2017-05-30,4.988947871620958,-1.3364125551379795,-0.2322727116671528
AMD,2017-05-31,-0.4229635901397456,-1.4633085140712083,-0.9459487359822737
AMD,2017-06-02,-0.8818676200141657,-1.3321240081159968,-1.3842726392589966
AMD,2017-06-05,-12.364271701643768,16.124386266870243,1.7065620243057764
AMD,2017-06-06,1.2532435612500685,5.442769902710977,-3.167428685137071
AMD,2017-06-07,-0.586055485242988,3.6218041279486224,-3.141321202848053
AMD,2017-06-09,-2.144246601249355,16.510191313351857,-6.815554921868329
AMD,2017-06-13,-0.7762744850348398,-1.3447186649146627,-6.903095571398494
AMD,2017-06-14,0.47742019959753756,-1.2260271936339933,-2.4562412003393175
AMD,2017-06-15,0.44399789442663895,-1.7884699037073533,-4.644153455717898
AMD,2017-06-16,-0.7725591726113172,-1.1242150351364812,-0.7754493170604938
AMD,2017-06-19,-9.209453865120318,-1.891186916521171,-16.604853404241837
AMD,2017-06-20,0.3894636940519045,-6.534781606438866,0.9079425259658376
AMD,2017-06-21,0.7813101219976248,-7.673228443256393,0.5083310975077837
AMD,2017-06-22,-0.7301042769968211,-2.247284239408954,-0.01655391585752264
AMD,2017-06-23,-1.5103957256797687,1.79900733659461,-1.3476787946623685
AMD,2017-06-26,-0.5650764652180559,-1.1482868635006918,-0.8678486873562228
AMD,2017-06-27,6.603841613047532,-1.8115000256442386,3.4914754155603998
AMD,2017-06-28,-0.7373134267810826,-1.1196704370963164,-0.20141183535193585
AMD,2017-06-29,2.753494738954444,-2.664281119579328,1.0758316103971848
AMD,2017-06-30,-0.7999983478274184,-0.3478413770958163,0.825396770132248
AMD,2017-07-03,1.7764224344729338,3.163186598706269,-1.6173458828902656
AMD,2017-07-05,-4.237112471895799,-2.7723545475193303,0.43826576076261947
AMD,2017-07-06,-1.1505722149975652,0.015915456625152924,-1.121575046747236
AMD,2017-07-07,-3.026119218707342,-1.548386496959214,-0.08733070687853328
AMD,2017-07-10,0.2898520814305612,-4.53665810680851,-3.3064620806191556
AMD,2017-07-11,-0.8280155911641166,-1.2190769121448783,-1.9120580647275083
AMD,2017-07-12,3.971202331991071,-0.6635657036957352,-1.5962808549963297
AMD,2017-07-13,-2.846818323242601,3.126478600264954,3.1921533914420923
AMD,2017-07-14,-1.5419830515811237,0.10382520604225443,-1.6053228379967948
AMD,2017-07-17,-1.2990710620018824,-1.2559380113333374,-0.09483475737750446
AMD,2017-07-18,1.6898630664294738,-5.002910546605977,-0.1230547178573953
AMD,2017-07-19,-1.2239445098679944,-0.8196754465944132,-0.9393326357686106
AMD,2017-07-20,2.5529453008329797,-1.3469119114663584,-2.4315245788429376
AMD,2017-07-21,-0.6857974010163859,-0.7988855483891676,-0.7780047990125979
AMD,2017-07-24,2.4798271087418593,-3.340057630419364,-0.4010903036650665
AMD,2017-07-25,-1.1750411931128093,-0.8477221815885777,-1.609554485333232
AMD,2017-07-26,-14.046028514265918,7.871040251250848,0.5996663715497941
AMD,2017-07-27,-1.9412545898407862,-3.350136758703999,-0.18470956483064416
AMD,2017-07-28,-0.722335357725562,-3.0768443180050973,-1.4176834060966685
AMD,2017-07-31,1.0243727711280828,-2.208194245248486,1.8272441626224847
AMD,2017-08-01,-1.3014662038202829,-3.0808229543878674,-1.316863179994595
AMD,2017-08-02,-4.375189128406819,-1.5383378555481007,-5.775616785339266
AMD,2017-08-03,-0.6079236241531283,-0.7757572099380907,-1.527001223798837
AMD,2017-08-04,-0.06786133421270824,-0.24720204406100943,-2.5634441573977442
AMD,2017-08-07,-3.6069673747730753,-1.9694458149796157,0.17127885473860038
AMD,2017-08-08,-2.0084314590132735,-4.242883100146798,5.747865593181946
AMD,2017-08-09,-0.10364488532539862,-0.13878163785136188,-1.4636264462377455
AMD,2017-08-10,1.591055892607499,4.691403638505684,0.27625623126701715
AMD,2017-08-11,-1.1640049649370598,-2.0013729592339216,-1.7538315168438743
AMD,2017-08-14,3.7748669819461984,0.8340937926298404,-2.7780545515450896
AMD,2017-08-15,-0.5298103590884456,-1.8551616414253345,1.7731892348720129
AMD,2017-08-16,-2.47004605763357,0.402487673730888,0.20784813730416873
AMD,2017-08-17,-0.23344980855999553,-0.5850814342299815,1.3614690349070435
AMD,2017-08-18,-1.1058784653257485,-0.7321365179660897,-1.268231247674999
AMD,2017-08-21,-11.640882424907797,-1.5969388946385852,-2.0948419212359477
AMD,2017-08-22,-1.3849584965692694,-0.5112680513796825,-1.417944815399153
AMD,2017-08-23,1.557858917257736,-1.8503865347862702,-2.192656632944467
AMD,2017-08-24,-0.9370848840029041,-1.0697960395495303,-1.0289596726263186
